id,0,1,2,sentiment
6055,RT lucylu7774 armonie2014 good morning my beautiful girl  hope you are good  love you my beautiful friend  httpstcov0WJltjK15,😘 😍,8,positive
6070,RT LeslieeRojass Love love love my man,😛,1,positive
6115,gemmaisagnome I told you I prepared I love you too and youre welcome enjoy your birthday,😘,4,positive
6119,6YearsOfOneDirection https,️,0,positive
6124,kaitlynnwinn cherlizzzle Bunnyn_n love yall squared,😘,4,positive
6129,In Auntie Pams words youre breathing like a lesbian God gotta love Res auntie,😂,4,positive
6132,RT Viviana92372018 Already 6 years i will never be able to thank the boys for what they do i love them so much 6YearsOfOneDirection htt,😖,-2,positive
6134,RT ab_bowen07 I love this girl OliviaDBuck  such an amazing birthday meal mine,️,0,positive
6135,RT Manderz_24 Hello help me Im crying I love FGL help omg,😭,-4,positive
6174,RT luanakerley1 they are so talented beautiful amazing  love you so much MeetTheJanes ListenTheJanes httpstcoDOouingiA5,😍,4,positive
6183,aleyarath thanks love,😊,3,positive
6188,This girl is so crazy I love it  httpstcoq9pHk1Eabs,😂 😭,0,positive
6190,RT just_monicaa Same here boo httpstcoRItKhDc2Lu,️,0,neutral
6204,RT shahistasheikh2 Absolutely right He is a supermanlove kapil  httpstcoYurivhmJpp,😘,4,neutral
6209,dreamygirl_89 justinbieber oh youre in love  lol  btw what youre thinking about changing the fonts of bio,😍 😲 😑,7,positive
6210,ahhhreekahhh I love you tho,😘,4,positive
6216,Happy belated birthday to my mate Tombladen22 sorry its late my love,😘,4,positive
6239,Oh its amazing  httpstcobNmUgf77EK,😻,4,positive
6251,Indeed the best section EVAHHH I still love you all even if you guys are so weird as balls 7A St Joseph Marchand httpstcouw7x4AeOZC,😂,4,positive
6265,RT jadaishcomer I love doing shootswith my baby httpstcoUZXYHPaXPI,️,0,positive
6268,ilovang6el01_ thats all youll ever need girl I love not wearing bras,😂,4,positive
6269,kiyara_brownie i love you sm  thank you,😻 😭,0,positive
6291,RT positivenjhx Heres a note to my directioner family I really cant explain how much I love you guys  1DsPromiseWillNotBeBroken http,😚,3,positive
6307,I be singing my heart out httpstcotMSxgeKpaz,😂 😍,8,positive
6317,Cant believe its been 6 years Thank you for everything I love you guys beyond words 6yearsof1D onedirection httpstcoGVOsVrZxHp,️,0,positive
6321,DobreLucas I love you bae,😂,4,positive
6326,tristanmcintosh I love those docs,😘 ️,4,positive
6327,happy birthday bradley love ya bro,️,0,positive
6329,RT PriscillaGuhhh Would love to have a Harry Potter movie marathon night with my favorite snacks,️,0,positive
6353,HAPPY BIRTHDAY KUYA I LOVE YOU SO MUCH BRUH THANK YOU FOR EVERYTHING AND AYE TU FOR A YOUNGIN httpstcowpbRAnTkk2,😈 ️,-4,positive
6355,RT _kpaige19 xo_revajusteen you thought I was running to go hug you but told you to move out the way  much love,😂 ️,4,positive
6367,RT MattieValentine Hey America its been sick as usualWont be seeing yall for a while now so thank for everything love you all  h,️,0,positive
6375,6YearsOfOneDirection httpstcopHPtLKAGLs,😂 ️,4,positive
6380,Im with it  httpstcoeaUcdSs1fh,😍,4,positive
6384,Love passion of my Life  httpstconvBzSJUO8E,😻,4,positive
6395,Im starting to love Ariana Grande,😘 😍,8,positive
6408,RT nataliexxstyles 6YearsOfOneDirection thank you for making me happy all these years I love you with all my heart Til the end boys  h,️,0,positive
6410,RT dmfNY Love all the pics weve gotten from SDCC so far but this ones my favorite Love seeing our boys together  J2  httpstco,😊,3,positive
6415,me amp suheily are watching The Lovely Bones together while video chatting i swear i love her,😂,4,positive
6418,6YearsOfOneDirection onedirection I love you with all of my heart you mean the world to me,️,0,positive
6419,RT TylerTrinca Happy birthday you little brat I love you   KaitlynnTrinca,️,0,positive
6437,RT _ShayThaG I Love Sleeping With No Clothes On,☺ ️ 😩,-2,positive
6450,BurrowandHide hearing you on heartradio right now Love it So proud,😙,3,positive
6463,__queencass happy birthday bitch  fuck shi up  love you boo,😈,-4,positive
6465,iamchocolate__ terriad_ dakiya_  love you too,😘 😊,7,positive
6475,Too much heart break story,😹,4,positive
6476,love you babe  httpstcoYZe7cqyxhm,😘,4,positive
6486,but first photoshop a charlena one amp Ill love you forever httpstcom5KrymJQac,😂,4,positive
6525,onedirection wow three years its incredible  love you guys,😢,-2,positive
6526,itsthepoo happy 22nd birthday beautiful girl Sending you so much love happiness and best wishes all the way from Australia,️,0,positive
6527,I choose to love juncola,😊,3,positive
6531,I love constant attention like yesss love me tell me im pretty,😍,4,positive
6536,I just love Tiger Shiva  TWD TWDSeason7Trailer TheWalkingDead httpstcoQ99H6dXzEc,😍,4,positive
6540,RT Mamabiscuiitt This is the cutest thing Ive seen today omfg shes so cute with kids see even babies love her salice_roseee  https,😍  😩,2,positive
6557,where did these come from but thank u I love you httpstcoMwNbOkmPPP,😟,-4,positive
6569,RT LaurenJauregui Babiessss Im seeing all your trends and I love youu so so much,️ ☺,0,positive
6576,Id love to age like my mom,😍  😥,3,positive
6581,No way U still a baby Lol Love you my queen  httpstcoynfmrKbwLe,😍 😭,0,positive
6615,aubaaayy bc I love it so much,️ 😩,-2,positive
6622,m_ariah_m,😍,4,positive
6627,RT sugg_lee9194 Love them  httpstcorJabOe9z6q,️,0,positive
6673,6 years of falling in love with 5 dorky boys and not being able to find a boyfriend  6YearsOfOneDirection httpstcotx2rt2A75a,😂,4,positive
6678,RT Chandra1Vinod dilruba_lees  Please enjoy weekend  The way you wish  peace smile and love  Yui have big heart  htt,😊 ️,3,positive
6683,kvmya_ I love me too,😘,4,positive
6704,If you on twitter rn and you love sex let me get a hell yeah,😂,4,positive
6714,Happy 18th birthday jaylabaco thanks for always being there for me amp teaching me about cars love ya lots  httpstcoKLgGVgWqa6,️ 😌,3,positive
6730,MajorThrowback AshvikianForever NB6Memories httpstcot7ErqKZUTE,😍 😂,8,positive
6733,HOW CAN I LOVE WHEN IM AFRAID TO FALL,😪  😶,0,positive
6734,evelynr_99 I love it too,😂 ️,4,positive
6739,RT thaniarojas_ Happy Birthday to my OG Sandia I love you so much girl  Have good one turnup  httpstcoOM6FP3qw7b,😉 😊 ️,7,positive
6741,jessicaalopez2_ Love you,😊,3,positive
6744,From this day I fell in love with my X Factor faves and today they are 6 Gosh  My boys have all grown up 6YearsOfOneDirection,😭,-4,positive
6770,RT TheReivinRein TimothyOca happy birthday my one amp only priti Enjoy ur day Its ur lucky day  hahaha mwa love you,😘 ️,4,positive
6788,RT eternallyixing YIXING GRINDING AGAINST THE CANE DURING ltARITIFICIAL LOVEgt  HES SO SEXY AND HOT OH GOD SOMEONE STOP HIM  https,😩,-2,positive
6837,RT mixxed_babyyy If I say I love you I mean it,️,0,positive
